start,dest,longitude0,latitude0,longitude1,latitude1,the_geom,cartodb_id,created_at,updated_at
"25.3319078,58.7523778","8.5618685,47.4524688",25.3319078,58.7523778,8.5618685,47.4524688,0102000020E6100000020000008D49DAE8F7543940439E6EEA4D604D401E4E603AAD1F2140ED3A657FEAB94740,103,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"-73.77937327,40.6429479","6.1089,46.2369",-73.77937327,40.6429479,6.1089,46.2369,0102000020E610000002000000B3816C40E17152C015C4E51D4C5244403A234A7B836F184011363CBD521E4740,104,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"-73.77937327,40.6429479","8.5618685,47.4524688",-73.77937327,40.6429479,8.5618685,47.4524688,0102000020E610000002000000B3816C40E17152C015C4E51D4C5244401E4E603AAD1F2140ED3A657FEAB94740,105,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"28.24174107,-26.1356624","8.5618685,47.4524688",28.24174107,-26.1356624,8.5618685,47.4524688,0102000020E61000000200000003C025BEE23D3C40004C63C5BA223AC01E4E603AAD1F2140ED3A657FEAB94740,106,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"37.71326289,54.22124435","8.5618685,47.4524688",37.71326289,54.22124435,8.5618685,47.4524688,0102000020E6100000020000000F00C9324CDB42405FD61FBC511C4B401E4E603AAD1F2140ED3A657FEAB94740,107,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"5.9047446,43.132704","8.5618685,47.4524688",5.9047446,43.132704,8.5618685,47.4524688,0102000020E6100000020000002FEE505E759E17403106D671FC9045401E4E603AAD1F2140ED3A657FEAB94740,108,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"-118.410061,33.94203285","8.5618685,47.4524688",-118.410061,33.94203285,8.5618685,47.4524688,0102000020E6100000020000005D177E703E9A5DC0FB404D8894F840401E4E603AAD1F2140ED3A657FEAB94740,109,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"104.0566164,22.2967657","8.5618685,47.4524688",104.0566164,22.2967657,8.5618685,47.4524688,0102000020E610000002000000B49A649A9F035A40161340D6F84B36401E4E603AAD1F2140ED3A657FEAB94740,110,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"0.0474769239,51.5042655","76.932679,31.5469686",0.0474769239,51.5042655,76.932679,31.5469686,0102000020E6100000020000002D2CEE36E54EA83F24809BC58BC049409FAA4203B13B53405CF05822068C3F40,111,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"0.0474769239,51.5042655","6.1089,46.2369",0.0474769239,51.5042655,6.1089,46.2369,0102000020E6100000020000002D2CEE36E54EA83F24809BC58BC049403A234A7B836F184011363CBD521E4740,112,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"0.0474769239,51.5042655","8.5618685,47.4524688",0.0474769239,51.5042655,8.5618685,47.4524688,0102000020E6100000020000002D2CEE36E54EA83F24809BC58BC049401E4E603AAD1F2140ED3A657FEAB94740,113,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"30.26761691,59.80168105","6.1089,46.2369",30.26761691,59.80168105,6.1089,46.2369,0102000020E6100000020000007C4EB48A82443E4056C9117C9DE64D403A234A7B836F184011363CBD521E4740,114,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"30.26761691,59.80168105","8.5618685,47.4524688",30.26761691,59.80168105,8.5618685,47.4524688,0102000020E6100000020000007C4EB48A82443E4056C9117C9DE64D401E4E603AAD1F2140ED3A657FEAB94740,115,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"-0.4591320574,51.467772","6.1089,46.2369",-0.4591320574,51.467772,6.1089,46.2369,0102000020E6100000020000002501C56C6B62DDBF04FEF0F3DFBB49403A234A7B836F184011363CBD521E4740,116,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"-0.4591320574,51.467772","8.5618685,47.4524688",-0.4591320574,51.467772,8.5618685,47.4524688,0102000020E6100000020000002501C56C6B62DDBF04FEF0F3DFBB49401E4E603AAD1F2140ED3A657FEAB94740,117,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"31.8322298,60.1716709","6.6837962,48.3486145",31.8322298,60.1716709,6.6837962,48.3486145,0102000020E610000002000000B2C11D030DD53F406396E24FF9154E402C84301235BC1A40A83462669F2C4840,118,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"0.7118311,42.8126916","6.1089,46.2369",0.7118311,42.8126916,6.1089,46.2369,0102000020E61000000200000095D2D80352C7E63FF1DD4147066845403A234A7B836F184011363CBD521E4740,119,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"0.7118311,42.8126916","8.5618685,47.4524688",0.7118311,42.8126916,8.5618685,47.4524688,0102000020E61000000200000095D2D80352C7E63FF1DD4147066845401E4E603AAD1F2140ED3A657FEAB94740,120,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"14.46377811,46.2225618","8.5618685,47.4524688",14.46377811,46.2225618,8.5618685,47.4524688,0102000020E610000002000000F4190E5374ED2C40612BB2E77C1C47401E4E603AAD1F2140ED3A657FEAB94740,121,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"-121.8909483,37.334395","8.5618685,47.4524688",-121.8909483,37.334395,8.5618685,47.4524688,0102000020E61000000200000051BB044C05795EC014799274CDAA42401E4E603AAD1F2140ED3A657FEAB94740,122,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"38.9152782,49.2723647","8.5618685,47.4524688",38.9152782,49.2723647,8.5618685,47.4524688,0102000020E610000002000000F2DE07D627754340DC8AB3D8DCA248401E4E603AAD1F2140ED3A657FEAB94740,123,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"2.163063772,41.40646725","8.5618685,47.4524688",2.163063772,41.40646725,8.5618685,47.4524688,0102000020E6100000020000001E38FF60F44D014091D26C1E07B444401E4E603AAD1F2140ED3A657FEAB94740,1,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"20.29887344,44.8182206","6.1089,46.2369",20.29887344,44.8182206,6.1089,46.2369,0102000020E6100000020000006A7142F8824C3440EDF4DE73BB6846403A234A7B836F184011363CBD521E4740,2,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"20.29887344,44.8182206","8.5618685,47.4524688",20.29887344,44.8182206,8.5618685,47.4524688,0102000020E6100000020000006A7142F8824C3440EDF4DE73BB6846401E4E603AAD1F2140ED3A657FEAB94740,3,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"6.2170922,49.6298003","8.5618685,47.4524688",6.2170922,49.6298003,8.5618685,47.4524688,0102000020E610000002000000E4DDEC6A4DDE184068C1D54B9DD048401E4E603AAD1F2140ED3A657FEAB94740,124,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"2.9401594,50.7438956","8.5618685,47.4524688",2.9401594,50.7438956,8.5618685,47.4524688,0102000020E6100000020000004337A04A72850740B4D194F8375F49401E4E603AAD1F2140ED3A657FEAB94740,125,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"-3.574080521,40.4948384","6.1089,46.2369",-3.574080521,40.4948384,6.1089,46.2369,0102000020E610000002000000A2B93787B7970CC009675CDD563F44403A234A7B836F184011363CBD521E4740,126,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"-3.574080521,40.4948384","8.5618685,47.4524688",-3.574080521,40.4948384,8.5618685,47.4524688,0102000020E610000002000000A2B93787B7970CC009675CDD563F44401E4E603AAD1F2140ED3A657FEAB94740,127,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"-4.5591148,54.1936805","8.5618685,47.4524688",-4.5591148,54.1936805,8.5618685,47.4524688,0102000020E6100000020000009CD61297883C12C0BCAFCA85CA184B401E4E603AAD1F2140ED3A657FEAB94740,128,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"-80.28664954,25.79489335","8.5618685,47.4524688",-80.28664954,25.79489335,8.5618685,47.4524688,0102000020E610000002000000A9ED4F77581254C0D10E6E217ECB39401E4E603AAD1F2140ED3A657FEAB94740,129,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"14.49226736,35.8473932","8.5618685,47.4524688",14.49226736,35.8473932,8.5618685,47.4524688,0102000020E610000002000000302DA8770AFC2C40286D606177EC41401E4E603AAD1F2140ED3A657FEAB94740,130,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"13.197221,46.40763","76.932679,31.5469686",13.197221,46.40763,76.932679,31.5469686,0102000020E610000002000000392BA226FA642A402A6F47382D3447409FAA4203B13B53405CF05822068C3F40,131,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"13.197221,46.40763","6.1089,46.2369",13.197221,46.40763,6.1089,46.2369,0102000020E610000002000000392BA226FA642A402A6F47382D3447403A234A7B836F184011363CBD521E4740,132,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"13.197221,46.40763","8.5618685,47.4524688",13.197221,46.40763,8.5618685,47.4524688,0102000020E610000002000000392BA226FA642A402A6F47382D3447401E4E603AAD1F2140ED3A657FEAB94740,133,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"8.723652488,45.6294865","8.5618685,47.4524688",8.723652488,45.6294865,8.5618685,47.4524688,0102000020E610000002000000114233948272214002637D0393D046401E4E603AAD1F2140ED3A657FEAB94740,134,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"36.9285,-1.3197","-84.631372,40.168765",36.9285,-1.3197,-84.631372,40.168765,0102000020E610000002000000022B8716D9764240CC7F48BF7D1DF5BF0CE71A66682855C0CFDA6D179A154440,135,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"36.9285,-1.3197","8.5618685,47.4524688",36.9285,-1.3197,8.5618685,47.4524688,0102000020E610000002000000022B8716D9764240CC7F48BF7D1DF5BF1E4E603AAD1F2140ED3A657FEAB94740,136,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"7.2151973,43.6588726","6.1089,46.2369",7.2151973,43.6588726,6.1089,46.2369,0102000020E61000000200000000C056AE5CDC1C40819DF6EF55D445403A234A7B836F184011363CBD521E4740,137,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"7.2151973,43.6588726","8.5618685,47.4524688",7.2151973,43.6588726,8.5618685,47.4524688,0102000020E61000000200000000C056AE5CDC1C40819DF6EF55D445401E4E603AAD1F2140ED3A657FEAB94740,138,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"140.3933101,35.77587145","8.5618685,47.4524688",140.3933101,35.77587145,8.5618685,47.4524688,0102000020E610000002000000F81510FF958C614036D373C14FE341401E4E603AAD1F2140ED3A657FEAB94740,139,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"11.55046699,3.72292195","6.6837962,48.3486145",11.55046699,3.72292195,6.6837962,48.3486145,0102000020E610000002000000B6272FCFD6192740007CA64D8BC80D402C84301235BC1A40A83462669F2C4840,140,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"11.55046699,3.72292195","9.716074991,4.0141864",11.55046699,3.72292195,9.716074991,4.0141864,0102000020E610000002000000B6272FCFD6192740007CA64D8BC80D4030A89761A16E2340203130E1860E1040,141,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"-90,70.0000073","8.5618685,47.4524688",-90,70.0000073,8.5618685,47.4524688,0102000020E61000000200000000000000008056C0B8509E1E008051401E4E603AAD1F2140ED3A657FEAB94740,142,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"9.515727871,40.89830295","6.1089,46.2369",9.515727871,40.89830295,6.1089,46.2369,0102000020E6100000020000005229C77B0D0823403E135097FB7244403A234A7B836F184011363CBD521E4740,143,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"6.5522113,60.0605282","6.1089,46.2369",6.5522113,60.0605282,6.1089,46.2369,0102000020E61000000200000034ED07E176351A402DBE5763BF074E403A234A7B836F184011363CBD521E4740,144,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"6.5522113,60.0605282","8.5618685,47.4524688",6.5522113,60.0605282,8.5618685,47.4524688,0102000020E61000000200000034ED07E176351A402DBE5763BF074E401E4E603AAD1F2140ED3A657FEAB94740,145,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"-87.90923496,41.97752435","8.5618685,47.4524688",-87.90923496,41.97752435,8.5618685,47.4524688,0102000020E6100000020000001D65D4E730FA55C0972595841FFD44401E4E603AAD1F2140ED3A657FEAB94740,146,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"11.0997008,60.1939177","8.5618685,47.4524688",11.0997008,60.1939177,8.5618685,47.4524688,0102000020E61000000200000024C5B6FB0B332640CACE914BD2184E401E4E603AAD1F2140ED3A657FEAB94740,147,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"26.0782576,44.56964","8.5618685,47.4524688",26.0782576,44.56964,8.5618685,47.4524688,0102000020E610000002000000D8A9A8B008143A40293FA9F6E94846401E4E603AAD1F2140ED3A657FEAB94740,148,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"116.5945607,40.07928545","8.5618685,47.4524688",116.5945607,40.07928545,8.5618685,47.4524688,0102000020E610000002000000297F52480D265D403A668F06260A44401E4E603AAD1F2140ED3A657FEAB94740,149,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"2.7304827,39.5478183","6.1089,46.2369",2.7304827,39.5478183,6.1089,46.2369,0102000020E610000002000000A959565007D805403E53F9E81EC643403A234A7B836F184011363CBD521E4740,150,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"2.7304827,39.5478183","8.5618685,47.4524688",2.7304827,39.5478183,8.5618685,47.4524688,0102000020E610000002000000A959565007D805403E53F9E81EC643401E4E603AAD1F2140ED3A657FEAB94740,151,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"14.2705696,50.10203975","76.932679,31.5469686",14.2705696,50.10203975,76.932679,31.5469686,0102000020E61000000200000067953E19888A2C402E9276A30F0D49409FAA4203B13B53405CF05822068C3F40,152,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"14.2705696,50.10203975","6.1089,46.2369",14.2705696,50.10203975,6.1089,46.2369,0102000020E61000000200000067953E19888A2C402E9276A30F0D49403A234A7B836F184011363CBD521E4740,153,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"14.2705696,50.10203975","8.5618685,47.4524688",14.2705696,50.10203975,8.5618685,47.4524688,0102000020E61000000200000067953E19888A2C402E9276A30F0D49401E4E603AAD1F2140ED3A657FEAB94740,154,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"21.0344803,42.5801566","6.1089,46.2369",21.0344803,42.5801566,6.1089,46.2369,0102000020E61000000200000034DB70B3D30835407FC74B92424A45403A234A7B836F184011363CBD521E4740,155,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"21.0344803,42.5801566","8.5618685,47.4524688",21.0344803,42.5801566,8.5618685,47.4524688,0102000020E61000000200000034DB70B3D30835407FC74B92424A45401E4E603AAD1F2140ED3A657FEAB94740,156,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"-68.36337437,18.570311","8.5618685,47.4524688",-68.36337437,18.570311,8.5618685,47.4524688,0102000020E610000002000000B2D69286411751C08F8CD5E6FF9132401E4E603AAD1F2140ED3A657FEAB94740,157,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"121.8031921,31.1484772","8.5618685,47.4524688",121.8031921,31.1484772,8.5618685,47.4524688,0102000020E610000002000000F579D67F67735E409F330E9A02263F401E4E603AAD1F2140ED3A657FEAB94740,158,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"49.6888701,34.0863844","6.1089,46.2369",49.6888701,34.0863844,6.1089,46.2369,0102000020E6100000020000009C583BE52CD848403A71DEA40E0B41403A234A7B836F184011363CBD521E4740,159,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"49.6888701,34.0863844","8.5618685,47.4524688",49.6888701,34.0863844,8.5618685,47.4524688,0102000020E6100000020000009C583BE52CD848403A71DEA40E0B41401E4E603AAD1F2140ED3A657FEAB94740,160,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"34.58620892,25.5566869","8.5618685,47.4524688",34.58620892,25.5566869,8.5618685,47.4524688,0102000020E6100000020000000103D6E4084B4140939C5D08838E39401E4E603AAD1F2140ED3A657FEAB94740,161,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"-122.3840715,37.622452","8.5618685,47.4524688",-122.3840715,37.622452,8.5618685,47.4524688,0102000020E610000002000000D8F4A0A094985EC037AAD381ACCF42401E4E603AAD1F2140ED3A657FEAB94740,162,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"104.999927,35.000074","8.5618685,47.4524688",104.999927,35.000074,8.5618685,47.4524688,0102000020E610000002000000CBD8D0CDFE3F5A403ACAC16C028041401E4E603AAD1F2140ED3A657FEAB94740,163,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"10.68182885,52.58417205","8.5618685,47.4524688",10.68182885,52.58417205,8.5618685,47.4524688,0102000020E6100000020000004770C8AB185D25405FFE5426C64A4A401E4E603AAD1F2140ED3A657FEAB94740,164,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"0.5505004,51.1715128","8.5618685,47.4524688",0.5505004,51.1715128,8.5618685,47.4524688,0102000020E610000002000000DAEACD03B39DE13F366CA521F49549401E4E603AAD1F2140ED3A657FEAB94740,165,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"11.4939134,51.908526","8.5618685,47.4524688",11.4939134,51.908526,8.5618685,47.4524688,0102000020E610000002000000C21C9837E2FC264069C878944AF449401E4E603AAD1F2140ED3A657FEAB94740,166,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"-16.5729364,28.0443114","8.5618685,47.4524688",-16.5729364,28.0443114,8.5618685,47.4524688,0102000020E6100000020000001FB0BCF5AB9230C009D7EDFD570B3C401E4E603AAD1F2140ED3A657FEAB94740,167,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"34.88091934,32.0027142","6.1089,46.2369",34.88091934,32.0027142,6.1089,46.2369,0102000020E61000000200000061DB05F7C17041400E1E5CF0580040403A234A7B836F184011363CBD521E4740,168,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"34.88091934,32.0027142","8.5618685,47.4524688",34.88091934,32.0027142,8.5618685,47.4524688,0102000020E61000000200000061DB05F7C17041400E1E5CF0580040401E4E603AAD1F2140ED3A657FEAB94740,169,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"-82.5346606,27.9801058","8.5618685,47.4524688",-82.5346606,27.9801058,8.5618685,47.4524688,0102000020E6100000020000006CDD17E137A254C0B39EB536E8FA3B401E4E603AAD1F2140ED3A657FEAB94740,170,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"13.28050952,52.55737385","8.5618685,47.4524688",13.28050952,52.55737385,8.5618685,47.4524688,0102000020E610000002000000BB3B9DF19E8F2A40A3B2BC0658474A401E4E603AAD1F2140ED3A657FEAB94740,171,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"12.34257968,45.50353855","8.5618685,47.4524688",12.34257968,45.50353855,8.5618685,47.4524688,0102000020E61000000200000090BF939A66AF28403C4382F373C046401E4E603AAD1F2140ED3A657FEAB94740,172,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"-71.04661089,-34.4279072","76.932679,31.5469686",-71.04661089,-34.4279072,76.932679,31.5469686,0102000020E610000002000000FF0B3EACFBC251C089DCC2A9C53641C09FAA4203B13B53405CF05822068C3F40,173,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"-71.04661089,-34.4279072","6.1089,46.2369",-71.04661089,-34.4279072,6.1089,46.2369,0102000020E610000002000000FF0B3EACFBC251C089DCC2A9C53641C03A234A7B836F184011363CBD521E4740,174,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"-71.04661089,-34.4279072","8.5618685,47.4524688",-71.04661089,-34.4279072,8.5618685,47.4524688,0102000020E610000002000000FF0B3EACFBC251C089DCC2A9C53641C01E4E603AAD1F2140ED3A657FEAB94740,175,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"13.7266508,49.7226404","8.5618685,47.4524688",13.7266508,49.7226404,8.5618685,47.4524688,0102000020E6100000020000007739DB920B742B405A620A7B7FDC48401E4E603AAD1F2140ED3A657FEAB94740,176,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"20.97028997,52.1629699","6.1089,46.2369",20.97028997,52.1629699,6.1089,46.2369,0102000020E6100000020000006DC968EC64F83440BF5D9B32DC144A403A234A7B836F184011363CBD521E4740,177,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"20.97028997,52.1629699","8.5618685,47.4524688",20.97028997,52.1629699,8.5618685,47.4524688,0102000020E6100000020000006DC968EC64F83440BF5D9B32DC144A401E4E603AAD1F2140ED3A657FEAB94740,178,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"114.0347238,22.4462143","6.1089,46.2369",114.0347238,22.4462143,6.1089,46.2369,0102000020E61000000200000024592CEA38825C40EE81B1193B7236403A234A7B836F184011363CBD521E4740,179,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"114.0347238,22.4462143","-79.63212343,43.6781255",114.0347238,22.4462143,-79.63212343,43.6781255,0102000020E61000000200000024592CEA38825C40EE81B1193B723640A9B8D4B574E853C0B58AFED0CCD64540,180,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"114.0347238,22.4462143","8.5618685,47.4524688",114.0347238,22.4462143,8.5618685,47.4524688,0102000020E61000000200000024592CEA38825C40EE81B1193B7236401E4E603AAD1F2140ED3A657FEAB94740,181,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"-79.63212343,43.6781255","114.0347238,22.4462143",-79.63212343,43.6781255,114.0347238,22.4462143,0102000020E610000002000000A9B8D4B574E853C0B58AFED0CCD6454024592CEA38825C40EE81B1193B723640,182,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"-79.63212343,43.6781255","8.5618685,47.4524688",-79.63212343,43.6781255,8.5618685,47.4524688,0102000020E610000002000000A9B8D4B574E853C0B58AFED0CCD645401E4E603AAD1F2140ED3A657FEAB94740,183,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"-9.2946091,28.022026","8.5618685,47.4524688",-9.2946091,28.022026,8.5618685,47.4524688,0102000020E6100000020000003F350301D79622C065A9F57EA3053C401E4E603AAD1F2140ED3A657FEAB94740,184,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"8.5618685,47.4524688","97.0253024,4.3685491",8.5618685,47.4524688,97.0253024,4.3685491,0102000020E6100000020000001E4E603AAD1F2140ED3A657FEAB94740A920F58D9E41584085E16DEF64791140,185,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"8.5618685,47.4524688","-67.6856885,-53.7978042",8.5618685,47.4524688,-67.6856885,-53.7978042,0102000020E6100000020000001E4E603AAD1F2140ED3A657FEAB9474092AF0452E2EB50C044CEB1721EE64AC0,186,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"8.5618685,47.4524688","4.739650991,52.3264009",8.5618685,47.4524688,4.739650991,52.3264009,0102000020E6100000020000001E4E603AAD1F2140ED3A657FEAB947402B32C31167F5124047713381C7294A40,187,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"8.5618685,47.4524688","17.9206074,59.6518539",8.5618685,47.4524688,17.9206074,59.6518539,0102000020E6100000020000001E4E603AAD1F2140ED3A657FEAB94740A27433EDACEB31409122D7F26FD34D40,188,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"8.5618685,47.4524688","-82.0610404,39.355589",8.5618685,47.4524688,-82.0610404,39.355589,0102000020E6100000020000001E4E603AAD1F2140ED3A657FEAB94740066FFE15E88354C09FE8BAF083AD4340,189,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"8.5618685,47.4524688","30.79819145,36.89994245",8.5618685,47.4524688,30.79819145,36.89994245,0102000020E6100000020000001E4E603AAD1F2140ED3A657FEAB9474063B25D4656CC3E401C846F5031734240,190,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"8.5618685,47.4524688","2.163063772,41.40646725",8.5618685,47.4524688,2.163063772,41.40646725,0102000020E6100000020000001E4E603AAD1F2140ED3A657FEAB947401E38FF60F44D014091D26C1E07B44440,191,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"8.5618685,47.4524688","20.29887344,44.8182206",8.5618685,47.4524688,20.29887344,44.8182206,0102000020E6100000020000001E4E603AAD1F2140ED3A657FEAB947406A7142F8824C3440EDF4DE73BB684640,192,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"8.5618685,47.4524688","-1.743876248,52.45417725",8.5618685,47.4524688,-1.743876248,52.45417725,0102000020E6100000020000001E4E603AAD1F2140ED3A657FEAB9474023E6D6C7EAE6FBBF2AABE97A223A4A40,193,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"8.5618685,47.4524688","100.4160866,13.5859219",8.5618685,47.4524688,100.4160866,13.5859219,0102000020E6100000020000001E4E603AAD1F2140ED3A657FEAB9474072D3B029A11A594037058DF4FD2B2B40,194,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"8.5618685,47.4524688","72.8650825,19.0895145",8.5618685,47.4524688,72.8650825,19.0895145,0102000020E6100000020000001E4E603AAD1F2140ED3A657FEAB94740E275FD825D3752408E041A6CEA163340,195,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"8.5618685,47.4524688","5.3031044,51.6889351",8.5618685,47.4524688,5.3031044,51.6889351,0102000020E6100000020000001E4E603AAD1F2140ED3A657FEAB947404518F5FF6036154083C87D062FD84940,196,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"8.5618685,47.4524688","6.6837962,48.3486145",8.5618685,47.4524688,6.6837962,48.3486145,0102000020E6100000020000001E4E603AAD1F2140ED3A657FEAB947402C84301235BC1A40A83462669F2C4840,197,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"8.5618685,47.4524688","-81.3792689,37.5376145",8.5618685,47.4524688,-81.3792689,37.5376145,0102000020E6100000020000001E4E603AAD1F2140ED3A657FEAB94740F47810F1455854C07DAD4B8DD0C44240,198,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
"8.5618685,47.4524688","0.117204807,52.20596075",8.5618685,47.4524688,0.117204807,52.20596075,0102000020E6100000020000001E4E603AAD1F2140ED3A657FEAB94740EEBDFF5C2201BE3F3CC1FEEB5C1A4A40,199,2015-08-14 10:04:32.223356+00,2015-08-16 12:05:52.771039+00
